id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
75c1c1e0-3f2c-404f-b96d-959a93fe5038,Least failure rate ?,CuT,MIRENA,DMPA,O.C. PILLS,-1,single,,Gynaecology & Obstetrics,
5cda297a-864b-495b-a60d-9074765a24ff,Which ovarian tumour can present with menorrhagia ?,Demoid cyst,Epithelial ovarian cancer,Granulosa cell tumour,Yolk sac tumour,-1,single,,Gynaecology & Obstetrics,
fe0d7e79-6a10-4e13-851a-4c46469dd825,Endometrial biopsy to detect ovulation is done on which day of the menstual cycle ?,Day 8-9,Day 13-15,Day 21-23,Day 3-5,-1,single,,Gynaecology & Obstetrics,
e4c27516-a26c-445d-9dbd-0586b8fe0c6b,Nuchal translucency in USG can be detected at_____weeks of gestation.,11-13 weeks,18-20 weeks,8-10 weeks,20-22 weeks,-1,single,,Gynaecology & Obstetrics,
7d9fd9ba-3abb-47b1-bc7d-2cef5c554641,Norgestimate in OC pills has the following advantage ?,Reduces venous thrombosis,Is cheaper than standard OC pills,Reduces acne and hirsutism,Useful in hea disease,-1,single,,Gynaecology & Obstetrics,
89739657-f70c-4b34-a78f-8f17b06d8775,Which organism causes puerperal sepsis ?,CMV,Toxoplasma gondii,Group A beta hemolytic streptococci,Group B beta hemolytic streptococci,-1,single,,Gynaecology & Obstetrics,
487b3137-18c6-404c-8b5e-5313709a8e9b,Commonest variety of compound presentation is ?,Head with hand,Head with foot,Head with both foot,"Head, hand & foot",-1,multi,,Gynaecology & Obstetrics,
6c5d1126-a3b2-480d-bc62-b322c63ce2fc,Living ligature of the uterus is ?,Endometrium,Middle layer of myometrium,Inner layer of myometrium,Parametrium,-1,single,,Gynaecology & Obstetrics,
85e71a0b-253e-4531-b191-a395198180ae,Absolute contraindication of OC pills are all except?,Suspicious vaginal bleeding,Cervical cancer,Uterine anamoly,Old STD,-1,multi,,Gynaecology & Obstetrics,
2d64be22-3f50-45d1-bef5-2fb22e638145,Role of ergometrine to stop post paum hemorrhage is due to ?,Increased uterine muscle tone,Vasoconstriction,Increased platelet aggregation,Increased coagulation,-1,single,,Gynaecology & Obstetrics,
009fd7ef-c889-4861-b050-4c232105b9aa,All are risk factors for ectopic pregnancy except ?,Past history,Tubal ligation failure,IVF,LNG IUCD,-1,multi,,Gynaecology & Obstetrics,
ffc691fe-e5d4-451e-b029-f9f13b011639,DOC for medical management of ectopic pegnancy ?,Actinomycin D,Intramuscular Methotrexate,Intramuscular Methotrexate,PGf2 alpha,-1,single,,Gynaecology & Obstetrics,
9210a56c-f38d-4278-acdd-ec844b7572c8,A 7 weeks pregnant lady has 1 accidental exposure to x-ray. Which of the following should be done?,Continue pregnancy,Terminate pregnancy,Chromosome analysis,Pre invasive diagnostic testing,-1,single,,Gynaecology & Obstetrics,
a73bf18d-062f-4335-9dbc-8233fadfda65,"If the rectal mucosa is injured, it is which degree of Perineal Tear ?",First,Second,Third,Fouh,-1,single,,Gynaecology & Obstetrics,
f0cc51f0-ca46-4b54-b431-35b840f5613d,Feile period of female is measured by ?,LH,FSH,Estrogen,Oxytocin,-1,single,,Gynaecology & Obstetrics,
e6ef6d23-93a5-4e39-ad19-03ac8e02de06,Block given in forceps delivery ?,Pudendal,Ilio inguinal,Genitofemoral,Posterior femoral,-1,single,,Gynaecology & Obstetrics,
25a24288-29ea-4844-939d-6e0310920c58,Patient with history of vaginal prolapse with ulcer on it. Diagnosis ?,Carcinoma,Pressure erosion,Syphilis,Decubitus ulcer,-1,single,,Gynaecology & Obstetrics,
afee4d74-1352-4500-b094-ebf8920a6d1c,Most common cause of vulval carcinoma is ?,HPV infection,EBV infection,Herpes genitalis infection,Syphilis infection,-1,single,,Gynaecology & Obstetrics,
bee5cc26-5b2e-4d1e-b006-b2afb4b38ddb,Emergency contraceptive should must be staed with in how much time after unprotected intercourse?,24 hrs,48 hrs,72 hrs,96 hrs,-1,single,,Gynaecology & Obstetrics,
54113a37-6593-42a7-af3f-961ce4f26ba3,First trimester diagnosis for anencephaly is by increased?,Alpha feto protein in maternal serum,Alpha feto protein in amniotic fluid,Beta HCG in maternal serum,Beta HCG in amniotic fluid,-1,single,,Gynaecology & Obstetrics,
99d774c8-3a70-45d2-8be4-70eb82bd2b3e,Cephalic index is,BPD/OFD,BPD/HC,OFD/BPD,HC/FL,-1,single,,Gynaecology & Obstetrics,
a8e3b3cc-96d4-44d3-9f29-f1756b076880,"In vaginal hysterectomy, the first clamp includes:",Uterine aery,Fallopian tube & round ligament,Uterosacral ligament,None of the above,-1,multi,,Gynaecology & Obstetrics,
15f5d725-c7d5-4528-b7b6-4404ac29a8dd,Radiation to point A in cervix is ?,8000 rad,6000 rad,10000 rad,4000 rad,-1,single,,Gynaecology & Obstetrics,
45c6672b-0767-485c-89e1-528113391e11,Spinnbarkeit is maximum shown at which phase?,Menstrual phase,Ovulatory,Post ovulatory,Pre follicular,-1,single,,Gynaecology & Obstetrics,
3b174fd9-f998-470e-a9ee-6beba3dc670d,Quickening in multiparae is felt at what weeks of gestation?,14 weeks,16 weeks,18 weeks,20 weeks,-1,single,,Gynaecology & Obstetrics,
b73b275f-6ce5-4767-98ca-265d232b6b00,Which hea disease has the worst prognosis/maximum moality in pregnancy?,MS,AS,PDA,Eisenmenger's syndrome,-1,single,,Gynaecology & Obstetrics,
d8d80482-e1c2-432a-87aa-d8b2aac1834f,"Placenta pre, false is ?",Most common cause of APH,Painful vaginal bleeding,Usg is the investigation of choice,Increased maternal age is a risk factor,-1,multi,,Gynaecology & Obstetrics,
1916fa87-2c17-4035-a4b1-73f8e94970c2,HAIRAN syndrome is seen in ?,PCOD,Endometeriosis,CA ovary,Adrenal tumours,-1,single,,Gynaecology & Obstetrics,
c582d758-06d5-4bf3-b225-1b6e77a746cd,Endometrial biopsy is usually done at ?,Just before menstruation,10-12 days after menstruation,Just after menstruation,At the time of ovulation,-1,multi,,Gynaecology & Obstetrics,
fd565375-eda6-43b8-a93a-f7aa1ad1d56a,Cord prolapse is least likely with -,Transverse lie,Footling breech,Oligohydroamnios,Floating head,-1,single,,Gynaecology & Obstetrics,
9cc56722-7752-4957-aaa8-6fbc8314bd2a,Which is not a risk factor for gestational hypeension,Obesity,Smoking,Primigravida,Factor V Leiden mutation,-1,single,,Gynaecology & Obstetrics,
addc145a-1fc8-4404-94b0-4fa826a82643,A pregnant lady presents with genital was. The best management for her is ?,Imiquimod,Trichloroacetic acid,Podophyllin,Cryotherapy,-1,single,,Gynaecology & Obstetrics,
25de8649-b72e-4ad2-a22c-7a74dae407ae,Age of metropathic hemorrhagica is ?,20-25,50-55,60-65,40-45,-1,single,,Gynaecology & Obstetrics,
87a7cfd4-974a-4ce7-a9c7-8da45d3a9353,What is the fetoplacental relationship at 24 weeks of gestation?,3,4,5,6,-1,single,,Gynaecology & Obstetrics,
9312f994-26b7-4d62-83ff-f53909467a7d,"Acute PID, most common route of spread ?",Descending,Ascending infection,Lymphatics,Hematogenous,-1,single,,Gynaecology & Obstetrics,
88b988ce-9d8a-4a16-8f37-f9da5a0da07b,Most common germ cell tumor of ovary is ?,Dysgerminoma,Serous cystadenoma,Yolk sac tumor,Dermoid cyst,-1,single,,Gynaecology & Obstetrics,
4350bb6a-f8b8-4d4f-a394-779a15e1f4c6,Violin string adhesion is seen in ?,PCOS,Endometriosis,Fitz - high -cuis syndrome,Ruptured ectopic pregnancy,-1,single,,Gynaecology & Obstetrics,
e727fdb2-f701-412b-be0d-5bcde4c0a55d,Rate of cervical dilatation in primigravida is ?,0.8 cm/hour,1.2 cm/hour,1.5 cm/hour,2 cm/hour,-1,single,,Gynaecology & Obstetrics,
c597e3f3-d555-4dfc-b673-f843739ce220,"35 yr old with 4 months amenorrhea with increased FSH, decreased estrogen. What is the diagnosis?",Premature ovarian failure,PCOD,Pituitary failure,Hypothalamic failure,-1,single,,Gynaecology & Obstetrics,
6f420d7d-cf73-4190-8519-740df71498bb,Which drug is preferred for the treatement of 21 hydroxylase deficient female fetus to prevent genital virilization?,Materal coisol,Maternal dexamethasone,Maternal hydrocoisone,Maternal methylprednisolone,-1,single,,Gynaecology & Obstetrics,
64e201f5-517d-4500-8972-d2cc7430f8a7,In obstructive labor most impoant parameter is?,Diameter of pelvic inlet,Diameter of pelvic outlet,Biparietal diameter,Bitemporal diameter,-1,single,,Gynaecology & Obstetrics,
47caa46c-a245-49c5-a865-4ec5dd4fe405,20 year old female with primary amenorrhoea with normal presentation of everything except no axillary or pubic hair. What is the diagnosis?,Testicular feminization syndrome,Kallman syndrome,Turners syndrome,Klienfelters syndrome,-1,multi,,Gynaecology & Obstetrics,
d879ec28-e0f1-4e1d-8c4e-8dd80304c6aa,A 21-year-old female presents to emergency ward with 2 months of amenorrhea with pain in abdomen and shock. BP 90/60 mmHg and Hb 6 gm%. Urine pregnancy test is found positive. Next immediate line of treatment is ?,Laparotomy,IV fluids & cross match,Medical management,Laparoscopy,-1,single,,Gynaecology & Obstetrics,
b5ae9bcf-09d4-40c1-b1a0-40546a934492,Inhibin levels are checked on which day of menstrual cycle ?,Day 3,Day 4,Day 5,Day 6,-1,single,,Gynaecology & Obstetrics,
c0661b95-ca13-4a9e-a5a0-f7b6b3b8e0c7,"If the anal spincter is injured, it is which degree of Perineal Tear ?",First,Second,Third,Fouh,-1,single,,Gynaecology & Obstetrics,
b0e2eaa6-586c-4fbb-b36e-88d377a08c7e,"Patient with 45 XO , what H to be given ?",Growth hormone + E+P,Estrogene,No H Needed,H only after 45 years,-1,single,,Gynaecology & Obstetrics,
aed41188-0247-4897-9c84-8f4cd8a67711,Old complete perineal tear is repaired at ?,Immediately,3 - 6 months,6 - 9 months,9 - 12 months,-1,single,,Gynaecology & Obstetrics,
3673d745-356d-41aa-9598-0ced49da1fcd,G3P2L2 with previous 2 LSCS with anterior placenta pre has got a very high risk of which complication?,Placenta acreta,Vasa pre,Abruption,None of the above,-1,multi,,Gynaecology & Obstetrics,
3aaa3c2d-0a32-4372-bb53-f312dfc690e6,HSG findings suggestive of genital koch ?,Beaded tubes,Honeycomb uterus,Golf club tube,All of the above,-1,multi,,Gynaecology & Obstetrics,
bf89a8ec-c2ce-4283-b01c-226b6b3d474f,The velocity of sperm is ?,1-2 cm/hr,2-4 cm/min,1-4 mm/min,1-4 mm/hr,-1,single,,Gynaecology & Obstetrics,
1ac8cf7c-4e05-4078-b5dc-dada44044934,"If the symphysiofundal height is 40 cm and the station of the head is at -1, weight of the fetus is approximately",3 kg,3.3 kg,4 kg,4.3 kg,-1,single,,Gynaecology & Obstetrics,
00e23074-4292-489f-a446-9af3c207d89f,Most common cause of menorrhagia in adolescents?,Thyroid disorder,Coagulation disorders,Leiomyomas,Polyps,-1,single,,Gynaecology & Obstetrics,
dd60ef80-17b0-4469-a6f5-feea37d523fb,PGF2 alpha maximum dose in PPH is-,2000 ug,200 ug,2 mg,20 mg,-1,single,,Gynaecology & Obstetrics,
2fb6d7a3-e264-4d9f-a5d4-514c94f9962b,Gestational Trophoblastic neoplasm does not include-,Choriocarcinoma,Placental site trophoblastic tumour,Invasive mole,Paial mole,-1,single,,Gynaecology & Obstetrics,
5a0bc86b-4ff0-45bb-a9f1-7a2905060f08,What is the dose of ulipristal acetate?,300mg,30mg,300ug,30ug,-1,single,,Gynaecology & Obstetrics,
e612ccb6-5feb-4f6a-b2bb-2880d041ef2d,a) Most common position of engagement in veex presentation?,LOA,ROA,LOP,ROP,-1,single,,Gynaecology & Obstetrics,
ce879a54-64ff-4dc6-b033-9cededa1cd99,Definite use for PGE2 is all except ?,Contraception,Induces labour,Therapeutic aboion,Keeps patency of PDA,-1,multi,,Gynaecology & Obstetrics,
16cb2d94-5b28-4978-99b6-e10dbc339f74,"Test used to detect genetic abnormality in embryo,before transferring it to the uterus in IVF is ?",Embryo cell biopsy,CVS,ICSI,All of the above,-1,multi,,Gynaecology & Obstetrics,
463eba18-ffe6-46e0-84a4-2cfdccfcff40,Definitive management of Adenomyosis is?,GNRH analogue,Danazole,LH,Hysterectomy,-1,single,,Gynaecology & Obstetrics,
feda22e5-2a24-4697-b219-8865a866bc70,Management of Stage IIA carcinoma cervix in third trimester of pregnancy is ?,"Radical hysterectomy, pelvic lymphadenetomy after classic caesarian delivery",Periodic cytology and evaluation,Cone biopsy,Chemotherapy and brachytherapy,-1,single,,Gynaecology & Obstetrics,
8fc60246-023a-4066-8fb5-84bfd5a14ae2,Radio isotope used in Ca cervix Brachytherapy ?,Cobalt,Iridium,Cesium,All of the above,-1,multi,,Gynaecology & Obstetrics,
4a2f2997-5803-49c8-8769-8f411863834b,Prague manuever is used for ?,After coming head in breech,Deep transverse assest,Extraction of extended arms,External cephalic version,-1,single,,Gynaecology & Obstetrics,
67bec2f1-ea17-4b8d-b03c-7a1ed339e6d5,Treatment for trichomonas vaginalis is ?,Metronidazole,Azithromycin,Ciprofloxacin,None,-1,multi,,Gynaecology & Obstetrics,
71d82ca4-b76f-40d8-b07a-cba2c69ce0de,Moschowit's surgery is done for -,Cervical cancer,Fundal fibroids,Uterine prolapse,Enterocele prevention,-1,single,,Gynaecology & Obstetrics,
1fcf0929-9065-4379-8eeb-17f9b0175bcf,Twin-peak sign is seen in ?,All Monozygotic twins,Monochorionic twins,Dichorionic twins,Siamese twins,-1,multi,,Gynaecology & Obstetrics,
3fecabed-fd37-4fea-85e3-8d5d0f93f129,Vasa pre is associated with -,Marginal placenta,Velamentous placenta,Battledore,Placenta pre,-1,single,,Gynaecology & Obstetrics,
04ec998d-6414-4dca-ab29-e88af8db7957,Radical hysterectomy in stage lb ca cervix better than radiotherapy all are true except ?,Chance of survival more,Chance of recurrence less,Ovary function can be preserved,Less complicated,-1,multi,,Gynaecology & Obstetrics,
0f88b7c7-7944-474e-9acd-6d4cf8f3da3f,"Patient with 3 months amenorrhoea, c/o hyperemesis and vaginal bleeding since one month. O/E=uterus 16 weeks with absent fetal hea sound. The diagnosis is ?",Vesicular mole,Ectopic pregnancy,IUFD,Abruptio placentae,-1,single,,Gynaecology & Obstetrics,
86f1ad76-3326-435d-9f8a-c544cc0ac4ff,Distension media used for hysteroscopy with bipolar cautery?,Glycine,NS,Co2,Dextran 70,-1,single,,Gynaecology & Obstetrics,
c78ea301-1bb3-4b73-99c7-f76234169a6a,Maximum chance of transmission during delivery?,HSV,CMV,VZV,Rubella,-1,single,,Gynaecology & Obstetrics,
476ac522-e55a-4536-a96f-3e11387331c0,"Endometrial carcinoma involving cervix, stage is?",1,2,3,4,-1,single,,Gynaecology & Obstetrics,
51a8f784-22fe-44d5-8ef0-fff584c68135,Ideal time to do Glucose challenge test in pregnancy is ?,12-16 weeks,20-24 weeks,24-28 weeks,30-34 weeks,-1,multi,,Gynaecology & Obstetrics,
89d7960a-a80a-48ce-aabf-2185577f844a,Acute pelvic pain could be due to ?,Ectopic pregnancy,PID,Corpus luteum hematoma,All of the above,-1,multi,,Gynaecology & Obstetrics,
e35370ac-8566-4bfb-adba-63a34ec0a92e,Which of the following is not a probable sign of pregnancy,Jacquemier's sign,Dalrymple sign,Hegar's sign,Palmer's sign,-1,single,,Gynaecology & Obstetrics,
0d1e3214-dad9-4f79-9225-bb64ca381b18,Initial drug for ovarian cancer ?,Cisplatin,Doxorubicin,Ifosfamide,Methotrexate,-1,single,,Gynaecology & Obstetrics,
43d21855-97b2-43d0-b5b1-6e4634c63191,Drugs used in endometriosis is,Combined oral contraceptives,Letrozole,Mifepristone,All of the above,-1,multi,,Gynaecology & Obstetrics,
d7b09163-29c3-4ada-8bf8-832b458b6f40,Presenting pa in transverse lie ?,Shoulder,Face,Veex,Brow,-1,single,,Gynaecology & Obstetrics,
f48576b3-ba4d-4243-a353-2e0042dee6ff,Second wave of trophoblastic invasion occurs at weeks of gestation?,11-Aug,12-Oct,15-Dec,16-20,-1,single,,Gynaecology & Obstetrics,
3628b47d-bdb5-40bb-80fe-1792a855fb95,Menometrorrhagia is ?,Heavy periods,Intermenstrual bleeding,Heavy & irregular bleeding,Uterine bleeding occurring at regular intervals of less than 21 days,-1,single,,Gynaecology & Obstetrics,
4205a26b-ac15-4515-81aa-52d0d4e441c8,Hydrops fetalis is due to ?,Rh mismatch,Hyperproteinemia,Placental hypoplasia,All of the above,-1,multi,,Gynaecology & Obstetrics,
860d1fdd-c45f-47e9-b062-3a9b7bc085ed,CRL when cardiac activity can be detected earliest by TVS -,1-4mm,1 cm,6-7mm,2-4 cm,-1,single,,Gynaecology & Obstetrics,
56ee02fb-4f03-49d4-b07a-6cbc5480f83f,"In PID due to neiserriea gonorrhea, tubal damage is?",Peritubal,Endotubal,Extratubal,Juxtatubal,-1,single,,Gynaecology & Obstetrics,
39a4649d-c0ac-4a9a-b3c1-f820a8b58e8a,I-pill is used when ?,Accidental sexual exposure,OCP forgotten,Of choice in young,All of the above,-1,multi,,Gynaecology & Obstetrics,
aa5c59ae-83da-42bd-b443-607da3a5bd64,All are used for postcoital contraception except-,CuT,Ru 486,High dose estrogen,Danazol,-1,multi,,Gynaecology & Obstetrics,
1a2f8266-dd98-4d0c-aec7-4814da79c21f,Chorionic villus biopsy is done earliest in which week of gestation ?,9 weeks,11 weeks,13 weeks,15 weeks,-1,single,,Gynaecology & Obstetrics,
c7ce522f-b5c3-48b3-8cb8-83fc1f87d5f4,Tamoxifen decreases the risk of which cancer?,Breast,Endometrium,Ovary,All of the above,-1,multi,,Gynaecology & Obstetrics,
8209a4bc-db0d-4585-b34b-cecbb4fc8e18,Prolonged second stage of labour may occur due to,Uterine ineia,Epidural analgesia,Cephalopelvic dispropoion,All of the above,-1,multi,,Gynaecology & Obstetrics,
470555b0-ef6b-4b2d-af59-ea02139daa94,HCG levels at which Expectant management of Ectopic pregnancy can be done :,10000 IU/L,1000 IU/L,2500 IU/L,5000 IU/L,-1,single,,Gynaecology & Obstetrics,
c1da6252-4ba2-403a-aaba-b20e257a26e7,What should not be done during delivery of Rh negative?,IV Fluids,External version,Manual removal of placenta should be done gently,Ergometire to be withheld at delivery of ant. shoulder,-1,single,,Gynaecology & Obstetrics,
f97e1143-2987-408a-bc43-3195acfba963,A pregnant woman in first trimester has four fold rise in IgG against toxoplasmosis. it indicates ?,Protective antibodies,Acute infection,Chronic infection,None of the above,-1,multi,,Gynaecology & Obstetrics,
cf2254b3-700d-4682-a893-eb4d91645bc9,"A young sexually active female has intensive pruritus and watery discharge, smear shows ?",Trichomonas vaginalis,Candida vaginitis,Gardenlla vaginalis,HIV,-1,multi,,Gynaecology & Obstetrics,
058631ac-e527-4e17-9d16-e5fca6bb15fb,Poor prognostic factor for hydatidiform mole is -,Prior molar pregnancy,Metastasis to lung,No prior chemotherapy,WHO score > 8,-1,single,,Gynaecology & Obstetrics,
6f83b663-dc0c-4037-bb2f-d70925d9f868,All are of value in modified Bishop score except,Dilatation,Effacement,Cervical length,Consistency,-1,multi,,Gynaecology & Obstetrics,
78d111d2-eacb-4036-88ff-3b4177691153,Most common degeneration of fibroids ?,Calcareous,Hyaline,Red,Cystic,-1,single,,Gynaecology & Obstetrics,
6d61d29c-0aa7-453c-bdd4-9a1f1a049eb8,First line treatment of infeility in PCOS is ?,Clomiphene,FSH,GnRH,Assisted reproductive techniques,-1,single,,Gynaecology & Obstetrics,
202cd6c8-8938-4a32-b3b0-7ddeed939042,Amsel criteria is for,Bacterial vaginosis,Antiphospholipid antibody syndrome,Ovarian ectopic pregnancy,HELLP Syndrome,-1,single,,Gynaecology & Obstetrics,
3448e85e-cff1-4aaf-91cd-a439a39965ea,Following the criteria for conservative surgery in patients with ovarian carcinoma except ?,FIGO stage II disease,Young patient with no or few children,Well differentiated serous tumor,"No infiltration of capsule, lymphatics or mesoovarium",-1,multi,,Gynaecology & Obstetrics,
b4974cfc-e385-4139-97dc-1950d10bd403,Diihrssen incision is taken on -,Fallopian tube,Ovary,Incompletely dilated cervix,Fully dilated cervix,-1,multi,,Gynaecology & Obstetrics,
4761adb1-ba60-483d-b7d0-dcec70840eb6,"45 yr old female patient underwent hysterectomy, on 7th post op day complaints about continuous dribbling of urine and fever. Micturition was not voluntary, what diagnosis?",Vesico vaginal fistula,Uretero vaginal fistula,Vesico uterine fistula,Urethra vaginal fistula,-1,single,,Gynaecology & Obstetrics,
21f6e2d5-d2ca-44bd-9c48-1a467922059e,Polyspermy is inhibited by which ion ?,Ca,Na,K,Cl,-1,single,,Gynaecology & Obstetrics,
728d4207-83c3-450b-99aa-f132f167d11e,"45 yrs female with G5P4A0L4 with LMP 25.8.15, gestational age will be how many weeks on date 11.5.15?",32 weeks,35 weeks,36 weeks,40 weeks,-1,single,,Gynaecology & Obstetrics,
8b3e34c3-bb03-45a1-9979-e180b55c72f9,Maximum diameter that passed through maternal pelvis ?,Suboccipital bregmatic,Biparietal,Suboccipital frontal,Occipito frontal,-1,single,,Gynaecology & Obstetrics,
5ed28a27-d292-4f3a-bbb1-0cc80d58d3d4,Least diameter of inlet of gynecoid pelvis is?,Transverse,Oblique,Diagonal conjugate,Obstetric conjugate,-1,single,,Gynaecology & Obstetrics,
c8adecea-3b40-4645-ba6b-3a9dd608211c,Weheim's hysterectomy is done for ?,1A1 cervical cancer,IB cervical cancer,Germ cell ovarian cancer,All of the above,-1,multi,,Gynaecology & Obstetrics,
f268ef9b-f47f-4d49-9b54-1d1ffae68b87,Prevalence of breech presentation at full term is ?,10%,6-7%,3-4%,1-2%,-1,single,,Gynaecology & Obstetrics,
24ba2b2b-1b91-43a5-a641-93a8dc4341e5,A patient delivered at home with a complete perineal tear came to the hospital after 2 weeks. What management will you prefer?,Immediate repair,Repair 3 weeks post-delivery,Repair 6 weeks post-delivery,Repair 3 months post-delivery,-1,single,,Gynaecology & Obstetrics,
9c30a001-6c8f-4624-be6e-de845859f9be,Best treatment option for septate uterus-,Tompkins Metroplasty,Jones metroplasty,Strassmann metroplasty,Transcervical hysteroscopic resection of the septum,-1,multi,,Gynaecology & Obstetrics,
f507f710-7d02-4fa2-bc91-d2f082037287,Which is not a pa of basic essential obstetric care?,Blood transfusion,Parenteral antibiotics,Parenteral oxytocic drugs,Parenteral sedatives for eclampsia,-1,single,,Gynaecology & Obstetrics,
cb2f7ca9-66e2-41de-b1bc-ca243f71781c,Transverse lie is caused by all except ?,Multiparity,Prematurity,Anencephaly,Placenta pre,-1,multi,,Gynaecology & Obstetrics,
5442da68-feae-4db8-8147-41a5ccfce578,Bonney's test is used determine ?,Uterine prolapsed,Stress urinary incontinence,Vesicovaginal fistula,Uteric fistula,-1,single,,Gynaecology & Obstetrics,
4fb6df86-ae95-4bd1-b22a-2d8725042344,Which drug decreases the bone resorption in osteoporosis?,Teriparatide,Risedronate,Coisone,Cimetidine,-1,single,,Pharmacology,
bdf5bb88-1a7d-4c10-99b6-dd96529d0bd2,Pearl necklace appearance is characteristic of ?,Ectopic pregnancy,PCOS,Endometriosis,PID,-1,single,,Gynaecology & Obstetrics,
50c9ce52-4a64-4c63-8bf1-b624c16f9f73,Least likely to cause dysmenorrhea -,Endometriosis,Adenomyosis,Uterine polyp,Cervical polyp,-1,single,,Gynaecology & Obstetrics,
90134a86-a254-4b60-9ec8-62043c7e2a5a,Endometriosis is ?,Endometrium within the myometrium,Functional endometrium outside the uterus,Myometrium within the endometrium,Rare squamous variety of CA endometrium,-1,single,,Gynaecology & Obstetrics,
88b8b951-3aad-4dbd-a041-99628b81ed1d,Clomiphene citrate is used for ?,Anovulation,Endometriosis,Pubey menorrhagia,Hormone replacement therapy,-1,single,,Gynaecology & Obstetrics,
69d7a2e2-fc32-421a-9dd0-8eae04a52f0b,All are the prognostic factors of Boer-meisel system except -,Extent of adhesions,Thickness of tubal wall,Size of hydrosalpinx,Infecting organism,-1,multi,,Gynaecology & Obstetrics,
10ad536c-84d7-4648-a2b9-90552fb2dd0e,Most of ectopic pregnancies are at ampulla as?,It is the narrowest pa,Tubal movements are least here,Salpingitis produces least crypts here,Plicae are most numerous here,-1,single,,Gynaecology & Obstetrics,
6e17497e-0b7d-4879-b4d8-a78d028ba1c1,60 year woman comes with 3rd degree uterine prolapse. What will be the management?,Vaginal hysterectomy with pelvic floor repair,Pelvic floor repair,Sacrospinous fixation,Pessary,-1,single,,Gynaecology & Obstetrics,
f90324a0-ebe5-408d-8d5a-b8ebf2fb95f3,Anovulatory DUB is due to ?,Absence of progesterone,Excess of estrogen,Hypothalmic pitutary defect,High progesterone,-1,single,,Gynaecology & Obstetrics,
ccdc2354-b4a7-405e-a6b2-e661c5139bf3,MC site of implantation is ?,Fallopian tube amullary pa,Fallopian tube isthmus,Fundus of uterus,Cornu of uterus,-1,multi,,Gynaecology & Obstetrics,
02f1bd64-c9c4-4b3a-a6c1-22511aaed927,Not a cause of oligohydramnios -,IUGR,Renal agenesis,Amnion nodosum,Chorioangioma,-1,single,,Gynaecology & Obstetrics,
fd6d7324-e6bd-46ba-a4dd-06d325835493,Implantation occurs on which menstrual cycle day ?,5-7 days,20-22 days,14-18 days,26-28 days,-1,single,,Gynaecology & Obstetrics,
66aff7dd-702d-469b-89fb-4a7e30920e6c,What is the next step in investigating a 45 yrs old female with post coital bleeding and visible cervical mass on speculum examination ?,Dilatation and curettage,Conisation,Colposcopy,Hysteroscopy,-1,multi,,Gynaecology & Obstetrics,
0d84d3f8-7900-4180-8c8c-1ff6a069790b,Acute fatty liver commonly seen in pregnancy at-,3rd trimester,1st trimester,Immediate postpaum,Intrapaum,-1,single,,Gynaecology & Obstetrics,
b7710b3e-3a14-4f22-a4d1-465b0ffbd522,"4 month amenorrhoea with increased FSH, LH & decreased estrogen in a 35 yrs old?",Premature menopause,Menopause,Late menopause,Perimenopause,-1,single,,Gynaecology & Obstetrics,
bedcdbd2-0c20-4755-9a7c-ecf0c5fb8c8c,All are true about constriction ring except ?,Also called schroeder's ring,Can be caused by injudicious oxytocin use,Ring can be palpated per abdomen,Inhalation of amyl nitrate relaxes the ring,-1,multi,,Gynaecology & Obstetrics,
da39a1eb-ae3d-48c7-8642-b9e5cf074909,Gestational diabetes mellitus ?,Is first recognized during pregnancy,Previous history of IUGR,There is no recurrance of GDM in future pregnancy,No risk of ove diabetes,-1,single,,Gynaecology & Obstetrics,
911920ce-96c8-4d0d-9680-7e775f7b1e4e,Malodorous vaginal discharge is due to,Bacterial vaginosis,Chlamydia trachomatis,Trichomonas vaginalis,Neisseria gonorrhea,-1,single,,Gynaecology & Obstetrics,
b1243f3a-eb74-4081-a374-2b05fbe919ea,% of women delivering on their EDD is ?,25%,50%,4%,15%,-1,single,,Gynaecology & Obstetrics,
27fc2523-1a33-43a2-b669-e62924924e65,WHO normal Hb value for a non pregnant adult female is ?,10 gm/di,11 gm /dl,12 gm/dl,13 gm/dl,-1,single,,Gynaecology & Obstetrics,
1dff37d3-1033-4812-8858-5e6c2aa1fda6,Oxygen consumption increases in pregnancy by,10%,20%,30%,40%,-1,single,,Gynaecology & Obstetrics,
fd6ed03e-bfd7-4599-a8a4-fd0b1d5c0fbe,Caput succedaneum indicates that fetus was alive till ?,Immediately after bih,Till 2-3 days after bih,2-3 weeks after bih,2-3 months after bih,-1,single,,Gynaecology & Obstetrics,
5e11b581-0b4c-4798-a12d-f0774c4175ad,Dose of dexamethasone for fetal lung maturity is -,6 mg,12 mg,18 mg,24 mg,-1,single,,Gynaecology & Obstetrics,
18c15660-4d7f-4781-9215-2aa1f4f57e0a,Most common presenting symptom of TB endometritis is -,Abdominal pain,Infeility,Amenorrhoea,Vaginal discharge,-1,single,,Gynaecology & Obstetrics,
90c48020-a963-4ee2-b208-b8e6ae078d3e,Following are the ultrasound doppler parameters used in the diagnosis of intrauterine growth restriction except?,Abdominal circumference,Doppler velocimetry,Increased diastolic velocity in middle cerebral aery,Ponderal index,-1,multi,,Gynaecology & Obstetrics,
